title,id,activity,status
namedtuple displaying the internal code,32961,2018-02-27.10:39:27,2
"docstrings of runpy.run_{module,path} are rather sparse",26792,2018-02-27.04:24:25,1
dbm.open() encodes filename with default encoding rather than the filesystem encoding,32922,2018-02-27.01:39:55,1
pygettext doesn't extract docstrings for functions with type annotated params,32222,2018-02-26.23:23:30,1
Compression level for zipfile,21417,2018-02-26.22:50:36,2
"ssl.SSLObject method getpeercert() is buggy, do_handshake() is strange",29334,2018-02-26.20:22:20,1
Symlink to directory on Windows 8,23808,2018-02-26.20:20:15,1
Namespace packages have inconsistent __loader__ and __spec__.loader,32303,2018-02-26.19:23:32,2
socket lib beahavior change in 3.6.4,32394,2018-02-26.19:00:09,2
"Undefined references when compiling ctypes on binutils 2.29.1 with gcc -Wl,-z,undefs (Fedora 28)",32647,2018-02-26.17:17:49,2
"Remove unnecessary tuples, lists, sets, and dicts from Lib",30296,2018-02-26.16:25:24,2
Move fields relevant to sys.exc_info out of frame into	generator/threadstate,13897,2018-02-26.16:07:11,2
"In str.format an incorrect error message for list, tuple, dict, set",13790,2018-02-26.15:37:03,1
distutils.command.install checks truthiness of .ext_modules instead of calling .has_ext_modules(),32957,2018-02-26.15:27:19,1
Add setter and getter for min/max protocol version,32609,2018-02-26.11:43:04,2
Add __exit__() method to event loops,32875,2018-02-26.11:14:26,2
Change dataclasses hashing to use unsafe_hash boolean (default to False),32929,2018-02-26.09:43:44,2
"If you forget to call do_handshake, then everything seems to work but hostname checking is disabled",30141,2018-02-26.09:43:20,1
Modernize make_ssl_certs,30226,2018-02-26.08:52:41,1
Key agreement parameters not accessible,32883,2018-02-26.08:45:35,1
Let OpenSSL verify hostname and IP address,31399,2018-02-26.08:41:39,2
Add getters for all SSLContext internal configuration,32359,2018-02-26.08:33:36,1
ssl.get_server_certificate should allow specifying certificate / key type,31892,2018-02-26.08:29:59,1
SSLContext.load_verify_locations(cadata) does not accept CRLs,22365,2018-02-26.08:28:49,1
AIA chasing for missing intermediate certificates on TLS connections,18617,2018-02-26.08:25:04,1
ftplib: Add client-side SSL session resumption,19500,2018-02-26.08:24:16,1
SSL lib does not handle trailing dot (period) in hostname or certificate,31997,2018-02-26.08:19:05,2
add timeout parameter for get_server_certificate in ssl.py,31870,2018-02-26.07:58:58,1
Create enum for pstats sorting options,29237,2018-02-26.01:23:43,2
zipfile ignores deflate level settings in zipinfo object,19894,2018-02-25.23:28:20,1
sorted(generator) is slower than sorted(list-comprehension),32945,2018-02-25.21:28:09,2
"""Thread State and the Global Interpreter Lock"" section of the docs doesn't cover TLS APIs",5840,2018-02-25.21:24:18,1
Mistake in input-output tutorial regarding print() seperator,25059,2018-02-25.20:50:49,2
ssl.SSLSocket.unwrap() is not flexible enough,29413,2018-02-25.20:29:17,1
SSL_set_verify_depth not exposed by the ssl module,25115,2018-02-25.20:28:07,2
"Add SSLContext.set_version_range(minver, maxver=None)",27876,2018-02-25.20:25:37,2
load_verify_locations(cadata) should load AUX ASN.1 to supported trusted certs,26471,2018-02-25.20:24:46,1
"ssl.wrap_socket (cert_reqs=...), getpeercert, and unvalidated certificates",18293,2018-02-25.20:24:29,2
Provide configure option --with-ssl for compilation with custom openssl,21541,2018-02-25.20:18:40,2
X509 cert class for ssl module,18369,2018-02-25.20:14:01,1
match_hostname() error reporting bug,32819,2018-02-25.20:12:09,2
"Include ""import as"" in tutorial",31454,2018-02-25.19:38:26,2
profile.Profile() has no method enable(),32017,2018-02-25.15:27:59,1
"Move unwinding of stack for ""pseudo exceptions"" from interpreter to compiler.",17611,2018-02-25.14:02:36,2
clang compiler warnings on Travis,32948,2018-02-25.13:28:39,1
Python 3.5.2 crashers (from PyPy),28883,2018-02-25.12:58:11,1
ssl module unnecessarily pins the client curve when using ECDH,31809,2018-02-25.09:56:13,2
ssl.SSLcontext.load_dh_params() does not handle unicode filenames properly,25404,2018-02-25.08:48:17,2
Teach pdb to step through asyncio et al.,32900,2018-02-25.07:56:04,1
Need Guidance on Solving the Tcl problem,32944,2018-02-25.06:32:27,2
"IDLE: self.use_context_ps1 defined in editor, but always False",32939,2018-02-25.04:11:11,1
Improve -O docs,17232,2018-02-25.04:08:45,2
"ftplib, urllib2, poplib, httplib, urllib2_localnet use ssl.PROTOCOL_TLSv1 unconditionally",31518,2018-02-24.23:46:23,2
Python 3.70b1 specifies non-existent compiler gcc++,32931,2018-02-24.20:02:00,2
[help][webbrowser always opens new tab. I want to open in the same tab],32930,2018-02-24.18:27:14,2
_findvs failing on Windows 10 (Release build only),32928,2018-02-24.16:58:10,2
webbrowser: Add options for private mode,32938,2018-02-24.14:21:03,1
RobotFileParser.parse() should raise an exception when the robots.txt file is invalid,32936,2018-02-24.10:53:13,1
Documentation falsely leads to believe that MemoryHandler can be used to wrap SMTPHandler to send multiple messages per email,32935,2018-02-24.10:31:19,1
SSL match_hostname fails for internationalized domain names,28414,2018-02-24.06:08:31,2
IDLE: change 'str' to 'code' in idlelib.pyparse.PyParse and users,32916,2018-02-24.05:21:23,2
Login to bugs.python.org with Google account NOT working,32877,2018-02-24.00:22:20,2
Add typeshed documentation for unittest.TestCase._feedErrorsToResult and ._outcome,32927,2018-02-23.22:18:22,1
Upload failed (400): Digests do not match on .tar.gz ending with x0d binary code,32304,2018-02-23.18:23:31,2
Typo in documentation of unittest: whilst instead of while,32923,2018-02-23.18:22:29,2
make test.support.temp_cwd() fork-safe,30028,2018-02-23.16:28:33,2
deprecated-removed directive generates overlapping msgids in .pot files,32087,2018-02-23.12:14:06,2
ApplePersistenceIgnoreState warning on macOS,32909,2018-02-23.08:23:45,1
IDLE: make smart indent after comment line consistent,32918,2018-02-23.03:54:11,1
python3-config --ldflags gives a CMP0004 error due to a whitespace,32914,2018-02-22.23:21:15,1
Add docs for test.support.requires_docstrings decorator,19412,2018-02-22.23:06:31,2
help(numpy) causes segfault on exit,18356,2018-02-22.22:32:40,2
Deprecate invalid escape sequences in str/bytes,27364,2018-02-22.18:36:32,2
Python 3.6.3 venv FAILURE,32016,2018-02-22.12:43:10,2
decimal ROUND_HALF_UP not according to spec for 9.95 to 10.0,32908,2018-02-22.10:12:18,2
IDLE: remove unused code in pyparse module,32905,2018-02-22.08:11:12,2
Not documented: key in dict test may raise TypeError,32899,2018-02-22.07:31:39,2
AttributeError: 'NoneType' object has no attribute 'sendall',32906,2018-02-22.07:10:11,2
[BUILD] Using COUNT_ALLOCS breaks build,32898,2018-02-22.05:44:13,2
Add 'Integer' as synonym for 'Integral' in numbers module.,32891,2018-02-22.03:54:48,1
"os.chdir(), os.getcwd() may crash on Windows in presence of races",32904,2018-02-22.02:23:26,1
tk busy command,28498,2018-02-22.01:06:47,1
"FileInput ""inplace"" redirects output of other threads",32902,2018-02-22.00:01:28,1
Make general function sum() use Numpy's sum when obviously possible,32895,2018-02-21.23:41:12,2
Move deprecated abc module decorators to separate section in docs,28886,2018-02-21.14:05:22,2
Cannot compile _ssl.c using openssl > 1.0,18777,2018-02-21.10:58:39,2
Valgrind suppressions need updating,32889,2018-02-21.06:31:56,2
os.dup2() tests dup3() availability on each call,32859,2018-02-21.05:21:14,2
venv docs - doesn't match behavior,32540,2018-02-21.04:27:50,2
pycapsule:PyObject * is NULL pointer,32881,2018-02-21.01:59:50,1
More revisions to test.support docs,32843,2018-02-21.01:22:34,1
Missing support for Emojis in tkinter,32863,2018-02-20.21:24:28,2
os: Users of path_converter don't handle fd == -1 properly,32887,2018-02-20.16:28:20,1
SSLContext.set_ecdh_curve() not accepting x25519,32882,2018-02-20.10:34:42,1
Improve OpenSSL ECDH support,32858,2018-02-20.10:01:19,2
Popen doesn't work on Windows when args is a list,32764,2018-02-20.00:34:13,2
Documentation typo (2.x only) for deque.remove,32870,2018-02-19.23:42:59,2
Must install python 3.6.3 when 3.6.4 already installed,32840,2018-02-19.23:09:12,2
sys._enablelegacywindowsfsencoding() don't apply to os.fsencode and os.fsdecode,29241,2018-02-19.23:01:18,1
Not able to run Python 3.6 on Windows,32566,2018-02-19.21:28:57,2
Expose the subinterpreters C-API in the stdlib.,30439,2018-02-19.21:20:48,1
Windows: subprocess debug assertion on failure to execute the process,30121,2018-02-19.21:00:24,2
"Add the term ""dunder"" to the glossary",31937,2018-02-19.18:47:12,2
All os.exec*e variants crash on Windows,23462,2018-02-19.15:41:03,2
Make str and bytes error messages on concatenation conform with other sequences,29116,2018-02-19.12:11:02,2
Better error message for setup.py upload command without sdist/bdist,21060,2018-02-19.04:58:20,2
test_zlib improve version parsing,32682,2018-02-19.04:31:17,2
Inherited docstrings for pathlib classes are confusing,31972,2018-02-19.01:01:16,2
Implement ABCMeta in C,31333,2018-02-18.22:35:42,2
Incorrect dst buffer size for MultiByteToWideChar in _Py_fopen_obj,32869,2018-02-18.22:27:06,2
python 3 docs' iterator example has python 2 code,32868,2018-02-18.16:31:40,2
"""TypeError: Parameterized generics cannot be used with class or instance checks"" in test_functools after importing typing module",28339,2018-02-18.12:58:26,2
"os.dup2(fd, fd, inheritable=False) behaves inconsistently",32862,2018-02-18.04:36:34,1
Additional dependencies and rule for `make regen-all`,30638,2018-02-18.01:27:25,1
setup.py register --repository is broken,32716,2018-02-18.00:08:31,1
iglob() has misleading documentation (does indeed store names internally),22167,2018-02-17.08:09:22,1
trace changes sys.argv from list to tuple,32852,2018-02-17.08:03:25,2
Definition of iglob does not mention single star (unlike glob),32860,2018-02-17.03:58:13,2
Adding Timer to multiprocessing,32495,2018-02-16.20:19:15,2
Add documention stating supported Platforms,32855,2018-02-16.03:02:08,1
urljoining an empty query string doesn't clear query string,32779,2018-02-15.20:28:51,1
Mac: Local modules can shadow builtins (e.g. a local `math.py` can shadow `math`),32845,2018-02-15.17:49:54,2
struct's docstring implies alignment is always performed,32853,2018-02-15.16:52:04,1
mistake,32851,2018-02-15.16:14:47,2
Valgrind error with python,32848,2018-02-15.14:13:47,2
lzh_tw is missing in locale.py,32781,2018-02-15.10:03:40,2
Define a new __key__ protocol,20632,2018-02-14.18:08:28,2
subprocess.check_output() with timeout does not exit if child process does not generate output after timeout,32795,2018-02-14.14:17:03,1
Unable to import random with python2.7 on power pc based machine,26743,2018-02-14.07:34:47,2
Fixing epoll timeout logics,32842,2018-02-14.03:06:13,2
"Base64 expansion factor is 4 to 3, not 6 to 4",27846,2018-02-14.00:50:03,2
Several cookies with the same name get intermixed,32755,2018-02-13.21:08:35,1
pickle special methods are looked up on the instance rather than the type,16251,2018-02-13.16:52:20,1
Remove some redandunt ops in unicodeobject.c,29803,2018-02-13.10:37:00,2
Fix incorrect usage of _PyUnicodeWriter_Prepare(),32827,2018-02-13.09:33:43,2
Wrong ANSI encoding used by subprocess for some locales,32370,2018-02-13.09:18:06,2
IDLE: require encoding argument for textview.view_file,32837,2018-02-13.06:28:23,2
os.readlink fails on Windows,29248,2018-02-12.22:47:00,2
idle test fails at least on the 3.6 branch,32826,2018-02-12.22:28:44,2
Add documention mentioning that Cygwin isn't fully compatible,32835,2018-02-12.22:00:10,1
Converting ipv6 address to string representation using getnameinfo() is wrong.,32221,2018-02-12.20:12:56,2
make reindent failed.,30109,2018-02-12.18:17:44,2
"compress ""True if bool(x) else False"" expressions",32828,2018-02-12.15:56:00,2
IDLE: Menu accelerator conflict between Format and Options,13319,2018-02-12.14:31:10,1
"tkinter documentation suggests ""from tkinter import *"", contradicting PEP8",32830,2018-02-12.13:52:55,2
Format mini-language integer definition is incorrect,32720,2018-02-12.08:09:29,2
Docs: Using Python on a Macintosh has bad info per Apple site,32824,2018-02-12.04:41:29,1
Lib/_strptime.py: utilize all(),32801,2018-02-11.23:49:45,1
Document text parameter to subprocess.Popen,32815,2018-02-11.23:21:39,2
locally imported modules are unaccessible in lambdas in pdb,32806,2018-02-11.20:46:57,1
Bring test.support docs up to date,11015,2018-02-11.19:43:25,2
"Add snippet on how to configure a ""split"" stream for console",32821,2018-02-11.17:11:05,1
ChainMap should preserve order of underlying mappings,32792,2018-02-11.09:29:52,2
test_os.py fails when run in docker container on OSX host,32811,2018-02-11.04:48:39,2
Add ttk::spinbox to tkinter.ttk,32585,2018-02-11.03:47:07,2
Mutating a list while iterating:  clarify the docs,32767,2018-02-11.03:02:24,1
Replace deprecated link to new page on w3c site,32800,2018-02-11.00:44:57,2
"MethodType ImportError, can't convert .py to .exe",32817,2018-02-10.21:07:35,2
Python's json dumps/loads make integer keys of the dict str,32816,2018-02-10.16:45:44,2
Deprecate codecs.open(),8796,2018-02-10.14:07:34,2
support named Unicode escapes (\N{name}) in re,30688,2018-02-10.07:03:38,2
Add 'str' property to PathLib,32807,2018-02-10.04:35:46,2
Didnot work strftime() when hangeul in format sting,32786,2018-02-10.03:45:18,2
edited code only runs after closing and re-opening Python.,32812,2018-02-10.03:16:55,2
4.7.7. Function Annotations,32766,2018-02-10.00:51:24,1
csv.Sniffer.sniff() regex error,30157,2018-02-09.22:03:21,2
Suppress (and other contextlib context managers) should work as decorators (where appropriate),32158,2018-02-09.19:33:23,2
Python 3.6 on Windows problem with source encoding header,32809,2018-02-09.15:54:47,2
fnmatch.translate() can produce a pattern which emits a nested set warning,32775,2018-02-09.11:57:42,2
Create IDLE Modern Mac keyset,32761,2018-02-09.04:28:40,1
Wrong argument name for csv.DictReader in documentation,32784,2018-02-09.01:32:40,2
smtplib: LMTP broken in the case of multiple RCPT,32803,2018-02-08.23:33:24,1
Return function locals() in order of creation?,32690,2018-02-08.21:27:40,2
Travis does not compile Python if there is one change in the Documentation,32802,2018-02-08.20:01:47,2
Add\Remove Programs entry is not created.,32791,2018-02-08.19:34:02,2
PyNumber_Float counterpart that doesn't accept strings,32794,2018-02-08.19:25:33,2
